# MEAN_SAMPLE_SIZE = 91261
# TOTAL_GENES = 18735
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_prostate_glandular_...2         SET       6      0.18343    0.0032822      0.39239      0.32008 GO_bp:go_prostate_glandular_acinus_morphogenesis
GO_bp:go_trachea_cartilage_d...          SET       8     -0.29098   -0.0060117      0.30702      0.82836 GO_bp:go_trachea_cartilage_development
GO_bp:go_diaphragm_developme...          SET       9      0.11274    0.0024706      0.29289      0.35014 GO_bp:go_diaphragm_development
GO_bp:go_regulation_of_vitam...1         SET       9      0.32499    0.0071216      0.28841      0.12991 GO_bp:go_regulation_of_vitamin_d_biosynthetic_process
GO_bp:go_regulation_of_calci...1         SET       7      0.35114    0.0067863      0.31764      0.13449 GO_bp:go_regulation_of_calcidiol_1_monooxygenase_activity
GO_bp:go_epithelial_tube_mor...          SET     301     0.052701    0.0066263     0.049597      0.14399 GO_bp:go_epithelial_tube_morphogenesis
GO_bp:go_morphogenesis_of_an...2         SET      14    -0.060601    -0.001656      0.24002      0.59966 GO_bp:go_morphogenesis_of_an_epithelial_bud
GO_bp:go_cell_fate_specifica...2         SET      11      0.27932    0.0067663      0.29325      0.17043 GO_bp:go_cell_fate_specification_involved_in_pattern_specification
GO_bp:go_multicellular_organ...5         SET       9    -0.039126  -0.00085737      0.23931      0.56494 GO_bp:go_multicellular_organismal_iron_ion_homeostasis
GO_bp:go_chondroblast_differ...          SET       5      0.20751    0.0033897      0.31537      0.25527 GO_bp:go_chondroblast_differentiation
GO_bp:go_mammary_gland_forma...          SET       7      0.23088    0.0044622      0.34758      0.25326 GO_bp:go_mammary_gland_formation
GO_bp:go_dichotomous_subdivi...1         SET      10     0.080613     0.001862      0.30467      0.39567 GO_bp:go_dichotomous_subdivision_of_an_epithelial_terminal_unit
GO_bp:go_lateral_sprouting_f...          SET      11      0.11752    0.0028469      0.29412      0.34474 GO_bp:go_lateral_sprouting_from_an_epithelium
GO_bp:go_tube_lumen_cavitati...          SET       4      0.33266    0.0048604      0.43739      0.22347 GO_bp:go_tube_lumen_cavitation
GO_bp:go_tube_closure                    SET      87     0.088274    0.0060016     0.085687      0.15147 GO_bp:go_tube_closure
GO_bp:go_fat_pad_development             SET       7     -0.70538    -0.013632      0.32274      0.98557 GO_bp:go_fat_pad_development
GO_bp:go_regulation_of_meios...          SET       8     -0.29702   -0.0061365      0.27951      0.85602 GO_bp:go_regulation_of_meiosis_i
GO_bp:go_negative_regulation...682       SET       5    -0.058964  -0.00096316      0.40844      0.55739 GO_bp:go_negative_regulation_of_transcription_initiation_from_rna_polymerase_ii_promoter
GO_bp:go_mesenchymal_epithel...          SET       8     -0.27737   -0.0057305      0.29184      0.82904 GO_bp:go_mesenchymal_epithelial_cell_signaling
GO_bp:go_epithelial_cell_pro...4         SET       5      0.23128     0.003778      0.38385      0.27341 GO_bp:go_epithelial_cell_proliferation_involved_in_salivary_gland_morphogenesis
GO_bp:go_dichotomous_subdivi...2         SET       5     -0.15852   -0.0025893      0.43526      0.64214 GO_bp:go_dichotomous_subdivision_of_terminal_units_involved_in_salivary_gland_branching
GO_bp:go_ureteric_bud_format...          SET       5      0.71299     0.011647      0.38635     0.032495 GO_bp:go_ureteric_bud_formation
GO_bp:go_ureteric_bud_elonga...          SET       9    -0.057152   -0.0012524      0.26208      0.58631 GO_bp:go_ureteric_bud_elongation
GO_bp:go_branch_elongation_i...2         SET       5    -0.057899  -0.00094577      0.38836      0.55926 GO_bp:go_branch_elongation_involved_in_ureteric_bud_branching
GO_bp:go_epithelial_mesenchy...          SET       6    -0.044532  -0.00079683      0.38913      0.54556 GO_bp:go_epithelial_mesenchymal_cell_signaling
GO_bp:go_regulation_of_prost...3         SET       5      0.25147    0.0041077       0.4402      0.28391 GO_bp:go_regulation_of_prostatic_bud_formation
GO_bp:go_regulation_of_branc...3         SET       7        0.144     0.002783       0.3696      0.34842 GO_bp:go_regulation_of_branching_involved_in_prostate_gland_morphogenesis
GO_bp:go_regulation_of_branc...4         SET       9     0.082238    0.0018021      0.25024      0.37122 GO_bp:go_regulation_of_branching_involved_in_salivary_gland_morphogenesis
GO_bp:go_regulation_of_phosp...12        SET       6     -0.63383    -0.011341      0.39169      0.94718 GO_bp:go_regulation_of_phospholipid_catabolic_process
GO_bp:go_regulation_of_ribon...1         SET       9     -0.66181    -0.014502      0.22997        0.998 GO_bp:go_regulation_of_ribonuclease_activity
GO_bp:go_chorio_allantoic_fu...          SET       7     0.026402   0.00051026      0.35566      0.47041 GO_bp:go_chorio_allantoic_fusion
GO_bp:go_labyrinthine_layer_...3         SET      21      0.21708     0.007264      0.20261      0.14199 GO_bp:go_labyrinthine_layer_morphogenesis
GO_bp:go_chorion_development             SET       7      0.32419    0.0062654      0.37458       0.1934 GO_bp:go_chorion_development
GO_bp:go_chorionic_trophobla...          SET       5      0.79078     0.012917      0.41457     0.028239 GO_bp:go_chorionic_trophoblast_cell_differentiation
GO_bp:go_intestinal_epitheli...3         SET       6     0.073665    0.0013181      0.37281      0.42168 GO_bp:go_intestinal_epithelial_structure_maintenance
GO_bp:go_mammary_gland_branc...2         SET       5     -0.16354   -0.0026714       0.3629      0.67387 GO_bp:go_mammary_gland_branching_involved_in_thelarche
GO_bp:go_mammary_gland_branc...1         SET       5       0.1727    0.0028211      0.42745       0.3431 GO_bp:go_mammary_gland_branching_involved_in_pregnancy
GO_bp:go_mammary_gland_alveo...          SET      17     -0.35648    -0.010734      0.22019      0.94726 GO_bp:go_mammary_gland_alveolus_development
GO_bp:go_branch_elongation_i...1         SET       5    -0.098908   -0.0016156      0.42514      0.59198 GO_bp:go_branch_elongation_involved_in_mammary_gland_duct_branching
GO_bp:go_regulation_of_mast_...3         SET       6    -0.079532   -0.0014231      0.36606        0.586 GO_bp:go_regulation_of_mast_cell_chemotaxis
GO_bp:go_regulation_of_branc...2         SET       5      0.26637     0.004351      0.33775      0.21517 GO_bp:go_regulation_of_branching_involved_in_mammary_gland_duct_morphogenesis
GO_bp:go_epithelial_cell_pro...3         SET      10     -0.42293   -0.0097687      0.26937      0.94179 GO_bp:go_epithelial_cell_proliferation_involved_in_prostate_gland_development
GO_bp:go_negative_regulation...227       SET       6     -0.55971    -0.010015      0.32299      0.95843 GO_bp:go_negative_regulation_of_epithelial_cell_proliferation_involved_in_prostate_gland_development
GO_bp:go_hair_follicle_placo...          SET       4     -0.49928   -0.0072948       0.4251      0.87989 GO_bp:go_hair_follicle_placode_formation
GO_bp:go_smoothened_signalin...2         SET      14      0.16628     0.004544      0.22445       0.2294 GO_bp:go_smoothened_signaling_pathway_involved_in_dorsal_ventral_neural_tube_patterning
GO_bp:go_lymphatic_endotheli...          SET       8      0.37257    0.0076975      0.35667      0.14812 GO_bp:go_lymphatic_endothelial_cell_differentiation
GO_bp:go_blood_vessel_endoth...1         SET       9      0.11136    0.0024402      0.32394      0.36552 GO_bp:go_blood_vessel_endothelial_cell_differentiation
GO_bp:go_endothelial_cell_fa...          SET       7     -0.20509   -0.0039637      0.37234      0.70912 GO_bp:go_endothelial_cell_fate_commitment
GO_bp:go_arterial_endothelia...          SET       6      0.15469    0.0027679      0.40017      0.34955 GO_bp:go_arterial_endothelial_cell_differentiation
GO_bp:go_establishment_of_bl...          SET      11    -0.031792  -0.00077015      0.26241      0.54822 GO_bp:go_establishment_of_blood_brain_barrier
GO_bp:go_semicircular_canal_...1         SET       9      0.19748    0.0043274      0.32414      0.27119 GO_bp:go_semicircular_canal_development
GO_bp:go_neural_plate_patter...          SET       7      0.59453      0.01149      0.33551     0.038204 GO_bp:go_neural_plate_pattern_specification
GO_bp:go_neural_plate_region...          SET       5      0.91335     0.014919      0.38307    0.0085609 GO_bp:go_neural_plate_regionalization
GO_bp:go_positive_regulation...482       SET       5     -0.24454   -0.0039946      0.33063      0.77023 GO_bp:go_positive_regulation_of_meiosis_i
GO_bp:go_positive_regulation...470       SET       9      0.24267    0.0053177       0.2943      0.20481 GO_bp:go_positive_regulation_of_macrophage_cytokine_production
GO_bp:go_mesenchymal_cell_pr...2         SET       5      0.38914    0.0063565      0.43945      0.18794 GO_bp:go_mesenchymal_cell_proliferation_involved_in_lung_development
GO_bp:go_cardiac_pacemaker_c...          SET       5      0.54432    0.0088913      0.29905     0.034375 GO_bp:go_cardiac_pacemaker_cell_differentiation
GO_bp:go_cardiac_muscle_cell...6         SET       8     -0.17655   -0.0036477      0.29846      0.72292 GO_bp:go_cardiac_muscle_cell_fate_commitment
GO_bp:go_cardiac_vascular_sm...          SET       8    -0.039943  -0.00082524      0.30251      0.55252 GO_bp:go_cardiac_vascular_smooth_muscle_cell_differentiation
GO_bp:go_endocardial_cell_di...          SET       7     -0.24083   -0.0046544      0.33425      0.76439 GO_bp:go_endocardial_cell_differentiation
GO_bp:go_coronary_vasculatur...2         SET      16       0.1716    0.0050128      0.22473      0.22256 GO_bp:go_coronary_vasculature_morphogenesis
GO_bp:go_vasculogenesis_invo...          SET       4     -0.14244   -0.0020811      0.48835      0.61473 GO_bp:go_vasculogenesis_involved_in_coronary_vascular_morphogenesis
GO_bp:go_coronary_artery_mor...          SET       9     0.096043    0.0021046      0.27965      0.36563 GO_bp:go_coronary_artery_morphogenesis
GO_bp:go_endocrine_hormone_s...          SET      44    -0.008063   -0.0003903       0.1207      0.52663 GO_bp:go_endocrine_hormone_secretion
GO_bp:go_dendritic_spine_mor...          SET      50      0.30473     0.015722      0.11996    0.0055418 GO_bp:go_dendritic_spine_morphogenesis
GO_bp:go_negative_regulation...189       SET       5    -0.062042   -0.0010134      0.37235      0.56617 GO_bp:go_negative_regulation_of_dendritic_spine_morphogenesis
GO_bp:go_pattern_specificati...1         SET       9      0.23539    0.0051582      0.31359      0.22644 GO_bp:go_pattern_specification_involved_in_kidney_development
GO_bp:go_positive_regulation...526       SET      47      0.18362    0.0091857      0.11123     0.049391 GO_bp:go_positive_regulation_of_mrna_catabolic_process
GO_bp:go_cardiac_muscle_tiss...3         SET       4   -0.0019513   -2.851e-05      0.47107      0.50165 GO_bp:go_cardiac_muscle_tissue_regeneration
GO_bp:go_uterus_morphogenesis            SET       6      -0.4213   -0.0075384      0.31406       0.9101 GO_bp:go_uterus_morphogenesis
GO_bp:go_vascular_wound_heal...          SET       9     -0.62122    -0.013613      0.33066      0.96985 GO_bp:go_vascular_wound_healing
GO_bp:go_regulation_of_vascu...7         SET       4      -1.4429    -0.021081      0.52383      0.99706 GO_bp:go_regulation_of_vascular_wound_healing
GO_bp:go_regulation_of_branc...1         SET       6      0.20887    0.0037373      0.34397      0.27185 GO_bp:go_regulation_of_branching_involved_in_lung_morphogenesis
GO_bp:go_regulation_of_cell_...25        SET      16      0.18781    0.0054863      0.18973      0.16113 GO_bp:go_regulation_of_cell_growth_involved_in_cardiac_muscle_cell_development
GO_bp:go_positive_regulation...125       SET       8      0.43301    0.0089461       0.2755     0.058018 GO_bp:go_positive_regulation_of_cell_growth_involved_in_cardiac_muscle_cell_development
GO_bp:go_negative_regulation...112       SET       8    -0.033359  -0.00068922      0.26165      0.55073 GO_bp:go_negative_regulation_of_cell_growth_involved_in_cardiac_muscle_cell_development
GO_bp:go_sclerotome_developm...          SET       4       1.4527     0.021225      0.44188   0.00050633 GO_bp:go_sclerotome_development
GO_bp:go_iris_morphogenesis              SET       9     0.096438    0.0021132      0.29167      0.37046 GO_bp:go_iris_morphogenesis
GO_bp:go_myeloid_leukocyte_c...          SET      30      0.19251    0.0076975      0.14212      0.08779 GO_bp:go_myeloid_leukocyte_cytokine_production
GO_bp:go_regulation_of_histo...5         SET       8      0.50527     0.010439      0.25801     0.025102 GO_bp:go_regulation_of_histone_h3_k27_methylation
GO_bp:go_positive_regulation...351       SET       5      0.50316    0.0082189      0.31141     0.053086 GO_bp:go_positive_regulation_of_histone_h3_k27_methylation
GO_bp:go_regulation_of_seque...2         SET       5     -0.75432    -0.012322        0.296      0.99458 GO_bp:go_regulation_of_sequestering_of_zinc_ion
GO_bp:go_neuroendocrine_cell...          SET       7     -0.14375   -0.0027782      0.36295      0.65397 GO_bp:go_neuroendocrine_cell_differentiation
GO_bp:go_lung_secretory_cell...          SET      10      0.20037     0.004628      0.30393      0.25487 GO_bp:go_lung_secretory_cell_differentiation
GO_bp:go_pulmonary_artery_mo...          SET       6      0.16552    0.0029616      0.35765      0.32176 GO_bp:go_pulmonary_artery_morphogenesis
GO_bp:go_3_utr_mediated_mrna...1         SET      16      0.29433    0.0085981      0.20524     0.075777 GO_bp:go_3_utr_mediated_mrna_destabilization
GO_bp:go_negative_regulation...317       SET       9    -0.024532  -0.00053757      0.24304       0.5402 GO_bp:go_negative_regulation_of_insulin_secretion_involved_in_cellular_response_to_glucose_stimulus
GO_bp:go_fungiform_papilla_d...          SET       6     -0.03236  -0.00057903      0.30453      0.54231 GO_bp:go_fungiform_papilla_development
GO_bp:go_fungiform_papilla_m...          SET       5      0.23731    0.0038764      0.37591      0.26393 GO_bp:go_fungiform_papilla_morphogenesis
GO_bp:go_retina_vasculature_...2         SET      10    -0.037737  -0.00087164      0.29075      0.55163 GO_bp:go_retina_vasculature_morphogenesis_in_camera_type_eye
GO_bp:go_smooth_muscle_cell_...4         SET       5      -1.1014    -0.017991       0.5019      0.98589 GO_bp:go_smooth_muscle_cell_matrix_adhesion
GO_bp:go_cornea_development_...          SET       9      0.07596    0.0016645      0.30282      0.40097 GO_bp:go_cornea_development_in_camera_type_eye
GO_bp:go_retinal_blood_vesse...          SET       6      0.24482    0.0043806      0.39138      0.26582 GO_bp:go_retinal_blood_vessel_morphogenesis
GO_bp:go_cardiac_neural_cres...2         SET      11    0.0087683   0.00021241      0.27872      0.48745 GO_bp:go_cardiac_neural_crest_cell_differentiation_involved_in_heart_development
GO_bp:go_cardiac_neural_cres...1         SET       9     -0.17912   -0.0039251      0.32294      0.71044 GO_bp:go_cardiac_neural_crest_cell_development_involved_in_outflow_tract_morphogenesis
